aspect,description,sentiment,Sentiment
mode,good,0.7,Positive
game,other,-0.125,Negative
game,worth,0.3,Positive
game,annoying,-0.8,Negative
game,pretty expensive,-0.125,Negative
gun,american,0.0,Neutral
mode,good,0.7,Positive
game,most,0.5,Positive
character,too stupid,-0.7999999999999999,Negative
one,pretty sure,0.375,Positive
grave,creepy,-0.5,Negative
flashback,red,0.0,Neutral
game,buggy,0.0,Neutral
game,single,-0.07142857142857142,Negative
game,other,-0.125,Negative
story,just very repayable,0.2,Positive
mission,just pure,0.21428571428571427,Positive
one,safe,0.5,Positive
museum,great,0.8,Positive
character,additional,0.0,Neutral
one,annoyed,-0.4,Negative
game,slow,-0.30000000000000004,Negative
campaign,good,0.7,Positive
thing,more,0.5,Positive
game,main,0.16666666666666666,Positive
game,mw2,0.0,Neutral
child,overpriced,0.0,Neutral
spec,high,0.16,Positive
ghost,so hard,-0.2916666666666667,Negative
multiplayer,pretty solid,0.125,Positive
issue,sure,0.5,Positive
call,great,0.8,Positive
multiplayer,great,0.8,Positive
grind,serious,-0.3333333333333333,Negative
system,enough,0.0,Neutral
game,way too many,0.5,Positive
bot,other,-0.125,Negative
thing,miss,0.0,Neutral
game,great,0.8,Positive
player,quite short,0.0,Neutral
mission,new,0.13636363636363635,Positive
multiplayer,veteran,0.0,Neutral
thing,negative,-0.3,Negative
player,disable,0.0,Neutral
gamer,ridiculously strong,0.4333333333333333,Positive
one,worth,0.3,Positive
bf4,mw2,0.0,Neutral
cod,just dumb,-0.375,Negative
comp,big,0.0,Neutral
issue,inb4,0.0,Neutral
cod,overall,0.0,Neutral
sister,fun,0.3,Positive
story,entertaining,0.5,Positive
campaign,black,-0.16666666666666666,Negative
game,first,0.25,Positive
people,same,0.0,Neutral
people,actually so trashy,0.0,Neutral
game,constant,0.0,Neutral
problem,low,0.0,Neutral
game,crash,0.0,Neutral
era,great,0.8,Positive
ward,proudly present,0.0,Neutral
creator,new,0.13636363636363635,Positive
unit,familiar,0.375,Positive
thing,twisted,-0.5,Negative
campaign,other,-0.125,Negative
multiplayer,tactical,0.0,Neutral
passage,little,-0.1875,Negative
game,classic,0.16666666666666666,Positive
mod,secure,0.4,Positive
call,new,0.13636363636363635,Positive
people,free,0.4,Positive
multiplayer,fun,0.3,Positive
boy,new,0.13636363636363635,Positive
edition,good,0.7,Positive
game,early,0.1,Positive
fix,bad,-0.6999999999999998,Negative
game,countdown,0.0,Neutral
campaign,own,0.6,Positive
cod,other,-0.125,Negative
price,thermal,0.0,Neutral
movement,so clunky,0.0,Neutral
system,amazing,0.6000000000000001,Positive
war,huge,0.4000000000000001,Positive
rooftop,poor,-0.4,Negative
mode,poor,-0.4,Negative
map,quick,0.3333333333333333,Positive
time,most,0.5,Positive
button,green,-0.2,Negative
play,good,0.7,Positive
issue,most crashing,0.5,Positive
graphic,really good,0.7,Positive
campaign,sure,0.5,Positive
crash,drunken,0.0,Neutral
gun,sorely disappoint,0.0,Neutral
denominator,lofty,0.0,Neutral
title,even previous,-0.16666666666666666,Negative
stream,awful,-1.0,Negative
game,competitive,0.0,Neutral
jumping,free,0.4,Positive
platform,only,0.0,Neutral
campaign,really good,0.7,Positive
call,good,0.7,Positive
issue,regular,0.0,Neutral
act,good,0.7,Positive
game,actually revolutionary,0.0,Neutral
mode,really good,0.7,Positive
pep,small,-0.25,Negative
campaign,good,0.7,Positive
good,good,0.7,Positive
airlock,insane,-1.0,Negative
opponent,same,0.0,Neutral
opponent,different,0.0,Neutral
map,very hurtful,0.2,Positive
match,more,0.5,Positive
hit,small,-0.25,Negative
match,casual,-0.5000000000000001,Negative
controller,too strong,0.4333333333333333,Positive
game,just perfect,1.0,Positive
man,spanish,0.0,Neutral
tension,right,0.2857142857142857,Positive
man,spanish,0.0,Neutral
hip,wise,0.7,Positive
tension,right,0.2857142857142857,Positive
man,spanish,0.0,Neutral
cong,wise,0.7,Positive
pc,whole,0.2,Positive
baby,right,0.2857142857142857,Positive
mission,new,0.13636363636363635,Positive
gripe,random,-0.5,Negative
game,early,0.1,Positive
series,old,0.1,Positive
time,big,0.0,Neutral
graphic,realistic,0.16666666666666666,Positive
story,okay,0.5,Positive
price,good,0.7,Positive
remake,amazing,0.6000000000000001,Positive
multiplayer,so good,0.7,Positive
game,miss,0.0,Neutral
fun,first,0.25,Positive
man,happy,0.8,Positive
franchise,abusive,0.0,Neutral
environment,friendly,0.375,Positive
mess,pretty good,0.475,Positive
feature,previous,-0.16666666666666666,Negative
heart,debilitate,0.0,Neutral
sound,frantic,0.0,Neutral
screen,low,0.0,Neutral
game,other,-0.125,Negative
thing,staggering,0.0,Neutral
thing,good,0.7,Positive
part,static,0.5,Positive
crash,safe,0.5,Positive
game,graphical,0.0,Neutral
option,disable,0.0,Neutral
thing,low,0.0,Neutral
game,worth,0.3,Positive
launch,good,0.7,Positive
war,flyable,0.0,Neutral
weapon,already insane,-1.0,Negative
play,fun,0.3,Positive
op,upcoming,0.0,Neutral
ward,first,0.25,Positive
trace,great,0.8,Positive
game,very big,0.0,Neutral
one,terribly bad,-0.6999999999999998,Negative
game,old,0.1,Positive
tax,3rd,0.0,Neutral
gunplay,great,0.8,Positive
multiplayer,fun,0.3,Positive
access,entire,0.0,Neutral
latency,worth,0.3,Positive
warfare,modern,0.2,Positive
soap,favourite,0.0,Neutral
nut,little,-0.1875,Negative
pain,mini,0.0,Neutral
game,more,0.5,Positive
person,other,-0.125,Negative
step,so loud,0.1,Positive
launch,absolute,0.2,Positive
game,more bored,0.0,Neutral
remake,special,0.35714285714285715,Positive
care,free,0.4,Positive
survival,big,0.0,Neutral
game,playable,0.0,Neutral
jester,second,0.0,Neutral
gun,unlock,0.0,Neutral
game,offline,0.0,Neutral
leader,lock,0.0,Neutral
game,same,0.0,Neutral
game,less,-0.16666666666666666,Negative
game,more,0.5,Positive
range,huge,0.4000000000000001,Positive
class,wrong,-0.5,Negative
switch,clunky,0.0,Neutral
game,rank,-0.8,Negative
people,large,0.21428571428571427,Positive
people,just invisible,0.0,Neutral
model,random,-0.5,Negative
ticket,open,0.0,Neutral
time,much,0.2,Positive
game,very similar,0.0,Neutral
game,early,0.1,Positive
mission,extremely inconvenient,-0.6,Negative
option,private,0.0,Neutral
text,implement,0.0,Neutral
level,ridiculous,-0.3333333333333333,Negative
weapon,environmental,0.0,Neutral
play,disable,0.0,Neutral
weapon,new,0.13636363636363635,Positive
campaign,beautiful,0.85,Positive
multiplayer,sick,-0.7142857142857143,Negative
bug,super minor,0.14166666666666666,Positive
map,good,0.7,Positive
care,free,0.4,Positive
survival,big,0.0,Neutral
campaign,awesome,1.0,Positive
campaign,worth,0.3,Positive
mw2,like,0.0,Neutral
map,still fun,0.3,Positive
graphic,shooter,0.0,Neutral
controller,fair,0.7,Positive
campaign,solid,0.0,Neutral
game,good,0.7,Positive
error,same,0.0,Neutral
regard,late,-0.3,Negative
gun,full,0.35,Positive
coaster,manly,0.0,Neutral
crash,few,-0.2,Negative
game,fine,0.4166666666666667,Positive
name,white,0.0,Neutral
hank,rather shocking,-1.0,Negative
operation,small,-0.25,Negative
family,financial,0.0,Neutral
progression,good,0.7,Positive
game,bad,-0.6999999999999998,Negative
killing,multiple,0.0,Neutral
game,few,-0.2,Negative
level,ridiculous,-0.3333333333333333,Negative
game,enough,0.0,Neutral
vision,sorry,-0.5,Negative
issue,shower,0.0,Neutral
boom,dead,-0.2,Negative
update,stupid,-0.7999999999999999,Negative
option,unacceptable,0.0,Neutral
feature,previous,-0.16666666666666666,Negative
title,previous,-0.16666666666666666,Negative
thing,outright,0.0,Neutral
glitch,previous,-0.16666666666666666,Negative
vision,more,0.5,Positive
crime,sim,0.0,Neutral
game,old,0.1,Positive
review,other,-0.125,Negative
gun,random,-0.5,Negative
people,kill,0.0,Neutral
game,few,-0.2,Negative
game,wise,0.7,Positive
mechanic,single,-0.07142857142857142,Negative
problem,more,0.5,Positive
name,white,0.0,Neutral
campaign,really good,0.7,Positive
enemy,veteran,0.0,Neutral
campaign,familiar,0.375,Positive
game,other,-0.125,Negative
cod,more realistic,0.3333333333333333,Positive
match,several,0.0,Neutral
way,less repayable,-0.16666666666666666,Negative
people,seasonal,0.0,Neutral
battle,different,0.0,Neutral
record,mw2,0.0,Neutral
game,functional,0.0,Neutral
hype,overall,0.0,Neutral
kill,old,0.1,Positive
camper,more,0.5,Positive
warfare,modern,0.2,Positive
cod,well,0.0,Neutral
campaign,good,0.7,Positive
one,good,0.7,Positive
game,enjoyable,0.5,Positive
graphic,same,0.0,Neutral
challenge,save,0.0,Neutral
gun,just various,0.0,Neutral
gun,slow,-0.30000000000000004,Negative
thing,last,0.0,Neutral
game,past,-0.25,Negative
game,sweet,0.35,Positive
aim,true,0.35,Positive
kill,buggy,0.0,Neutral
campaign,mid,0.0,Neutral
crash,constant,0.0,Neutral
crash,real annoying,-1.0,Negative
crash,bad,-0.6999999999999998,Negative
sweaty,right,0.2857142857142857,Positive
life,negative,-0.3,Negative
match,so fun,0.3,Positive
alejandro,familiar,0.375,Positive
campaign,frustrating,-0.4,Negative
game,crash,0.0,Neutral
game,giggly,0.0,Neutral
shit,stupid,-0.7999999999999999,Negative
map,trash,0.0,Neutral
vanguard,mw2,0.0,Neutral
thing,mw2,0.0,Neutral
people,many,0.5,Positive
trash,multiple,0.0,Neutral
operator,poor,-0.4,Negative
ass,ready,0.2,Positive
people,horrible,-1.0,Negative
launch,horrible,-1.0,Negative
mistake,horrible,-1.0,Negative
weapon,nice,0.6,Positive
account,all along good,0.7,Positive
people,key,0.0,Neutral
game,buggy,0.0,Neutral
performance,unstable,0.0,Neutral
menu,terrible,-1.0,Negative
game,tragic,-0.75,Negative
fuck,disabled,-0.2,Negative
perk,intend,0.0,Neutral
path,disgusting,-1.0,Negative
alternative,easy,0.43333333333333335,Positive
performance,broken,-0.4,Negative
response,little,-0.1875,Negative
deus,early,0.1,Positive
game,endless,-0.125,Negative
player,own,0.6,Positive
game,major,0.0625,Positive
campaign,good,0.7,Positive
game,hot,0.25,Positive
game,fun,0.3,Positive
downside,only,0.0,Neutral
tag,miss,0.0,Neutral
multiplayer,slow,-0.30000000000000004,Negative
restart,constant,0.0,Neutral
matchmaking,few,-0.2,Negative
design,too much,0.2,Positive
game,modern,0.2,Positive
gun,well,0.0,Neutral
campaign,amazing,0.6000000000000001,Positive
kill,good,0.7,Positive
multiplayer,few,-0.2,Negative
day,drop,0.0,Neutral
half,at least,-0.3,Negative
cocktail,dangerous,-0.6,Negative
assist,repulsive,0.0,Neutral
medium,legitimate,0.0,Neutral
blow,live,0.13636363636363635,Positive
game,final,0.0,Neutral
game,absolute,0.2,Positive
play,smooth,0.4,Positive
graphic,previous,-0.16666666666666666,Negative
coming,live,0.13636363636363635,Positive
call,refund,0.0,Neutral
d,pretty fun,0.275,Positive
fuck,hardcore,0.0,Neutral
game,bad,-0.6999999999999998,Negative
people,fucking,-0.6,Negative
game,perfectly average,-0.15,Negative
balance,sure,0.5,Positive
cod,normal,0.15,Positive
player,innocent,0.5,Positive
campaign,pretty good,0.475,Positive
op,enough good,0.35,Positive
season,worth,0.3,Positive
shit,so irritate,0.0,Neutral
story,incredible,0.9,Positive
choice,more,0.5,Positive
game,few,-0.2,Negative
character,small,-0.25,Negative
game,overall,0.0,Neutral
int,possible,0.0,Neutral
option,hardcore,0.0,Neutral
gold,few,-0.2,Negative
cod,good,0.7,Positive
piece,real,0.2,Positive
campaign,sweet,0.35,Positive
game,many,0.5,Positive
campaign,extremely smooth,0.4,Positive
multiplayer,unplayable,-0.4,Negative
person,good,0.7,Positive
steam,as poor,-0.4,Negative
cod,frequent,0.1,Positive
grind,nice,0.6,Positive
match,real,0.2,Positive
campaign,awesome,1.0,Positive
multiplayer,good,0.7,Positive
campaign,relatively fun,0.3,Positive
multiplayer,fun,0.3,Positive
thing,only,0.0,Neutral
thing,only,0.0,Neutral
mode,pretty eth,0.25,Positive
mission,cool,0.35,Positive
cargo,odd,-0.16666666666666666,Negative
quit,spanglish,0.0,Neutral
bullshit,old,0.1,Positive
multiplayer,awesome,1.0,Positive
campaign,long,-0.05,Negative
problem,big,0.0,Neutral
map,garbage,0.0,Neutral
give,flat,-0.025,Negative
multiplayer,very enjoyable,0.65,Positive
game,bad,-0.6999999999999998,Negative
camping,more overturn,0.5,Positive
war,constant,0.0,Neutral
coop,stuck,0.0,Neutral
excuse,current,0.0,Neutral
performance,bad,-0.6999999999999998,Negative
game,inconsistently low,0.0,Neutral
campaign,more,0.5,Positive
game,other,-0.125,Negative
lot,fine,0.4166666666666667,Positive
mission,fun,0.3,Positive
grind,real,0.2,Positive
mode,other,-0.125,Negative
crashing,fortunate,0.4,Positive
player,big,0.0,Neutral
call,as good,0.7,Positive
match,annoying,-0.8,Negative
child,really funny,0.25,Positive
episode,first,0.25,Positive
character,main,0.16666666666666666,Positive
game,much hard,-0.2916666666666667,Negative
difference,mw2,0.0,Neutral
file,long,-0.05,Negative
game,good,0.7,Positive
multiplayer,bad,-0.6999999999999998,Negative
nope,naughty,-0.15000000000000002,Negative
plane,aka anti,0.0,Neutral
story,original,0.375,Positive
story,really good,0.7,Positive
fun,glad,0.5,Positive
mess,fun,0.3,Positive
campaign,good,0.7,Positive
beta,good,0.7,Positive
vida,bad,-0.6999999999999998,Negative
one,unplayable,-0.4,Negative
product,full,0.35,Positive
game,playable,0.0,Neutral
campaign,crazy,-0.6,Negative
game,new,0.13636363636363635,Positive
file,corrupt,-0.5,Negative
person,3rd,0.0,Neutral
people,very minor,-0.065,Negative
campaign,amazing,0.6000000000000001,Positive
sound,amazing,0.6000000000000001,Positive
operator,top,0.5,Positive
one,more,0.5,Positive
one,more,0.5,Positive
update,worth,0.3,Positive
blueprint,short,0.0,Neutral
game,more broken,0.04999999999999999,Positive
game,good,0.7,Positive
take,final,0.0,Neutral
game,great,0.8,Positive
campaign,really good,0.7,Positive
game,good,0.7,Positive
spoiler,modern,0.2,Positive
player,fun,0.3,Positive
design,terrible,-1.0,Negative
map,single,-0.07142857142857142,Negative
gun,wise,0.7,Positive
flow,other,-0.125,Negative
map,well,0.0,Neutral
joke,alone,0.0,Neutral
baseline,slow,-0.30000000000000004,Negative
key,available,0.4,Positive
cost,pretty damn good,0.475,Positive
thing,russian,0.0,Neutral
ending,next,0.0,Neutral
cod,mw2,0.0,Neutral
game,complete,0.1,Positive
issue,ridiculous,-0.3333333333333333,Negative
story,instant,0.0,Neutral
release,hot,0.25,Positive
game,very frustrating,-0.52,Negative
one,more great,0.65,Positive
people,other,-0.125,Negative
one,significant,0.375,Positive
vision,other,-0.125,Negative
amount,average,-0.15,Negative
game,fun,0.3,Positive
run,infuriate,0.0,Neutral
temp,yet ill,-0.5,Negative
campaign,very cool,0.45499999999999996,Positive
animation,top,0.5,Positive
frame,apparent,0.05,Positive
boob,big,0.0,Neutral
run,dead,-0.2,Negative
match,final,0.0,Neutral
animation,smooth,0.4,Positive
mountain,unreal,0.0,Neutral
mission,unique,0.375,Positive
mission,more annoying,-0.15000000000000002,Negative
convoy,last,0.0,Neutral
campaign,good,0.7,Positive
pew,great,0.8,Positive
kar98k,arsenal,0.0,Neutral
game,incomplete,0.0,Neutral
play,hardcore,0.0,Neutral
menu,soft,0.1,Positive
gun,more angry,0.0,Neutral
cod,many,0.5,Positive
spawn,questionable,-0.5,Negative
people,last,0.0,Neutral
gun,playable,0.0,Neutral
cod,absolute,0.2,Positive
game,good,0.7,Positive
flag,female,0.0,Neutral
campaign,almost battlefield,0.0,Neutral
price,steep,0.0,Neutral
dot,hot,0.25,Positive
fuck,little,-0.1875,Negative
comment,fucking,-0.6,Negative
warfare,modern,0.2,Positive
deus,impossible,-0.6666666666666666,Negative
performance,unplayable,-0.4,Negative
review,negative,-0.3,Negative
reason,honest,0.6,Positive
joke,great,0.8,Positive
variation,more,0.5,Positive
issue,other,-0.125,Negative
deus,more,0.5,Positive
decision,second,0.0,Neutral
hero,just too soft,0.1,Positive
execution,regular,0.0,Neutral
game,fit,0.4,Positive
people,other,-0.125,Negative
logic,just so stupid,-0.7999999999999999,Negative
gunplay,just bad,-0.6999999999999998,Negative
smoke,only,0.0,Neutral
kill,600ms,0.0,Neutral
system,unnecessary,-0.4,Negative
glitch,too ignorable,0.0,Neutral
game,less,-0.16666666666666666,Negative
sway,absolutely horrid,0.2,Positive
gun,great,0.8,Positive
story,amazing,0.6000000000000001,Positive
pistol,odd,-0.16666666666666666,Negative
variation,more,0.5,Positive
crash,that bad,-0.6999999999999998,Negative
grandson,frigging,0.0,Neutral
warfare,modern,0.2,Positive
map,just bad,-0.6999999999999998,Negative
play,more overall cool,0.2833333333333333,Positive
player,boring,-1.0,Negative
people,few,-0.2,Negative
player,cheap,0.4,Positive
warfare,yea,0.0,Neutral
campaign,insane,-1.0,Negative
campaign,lacklustre,0.0,Neutral
stake,high,0.16,Positive
release,fucking,-0.6,Negative
multiplayer,recent,0.0,Neutral
footstep,short,0.0,Neutral
game,pay,0.0,Neutral
people,realistic,0.16666666666666666,Positive
end,good,0.7,Positive
cod,bad,-0.6999999999999998,Negative
game,extreme,-0.125,Negative
crash,ridiculous,-0.3333333333333333,Negative
game,right,0.2857142857142857,Positive
fuck,less,-0.16666666666666666,Negative
pistol,good,0.7,Positive
campaign,buggy,0.0,Neutral
game,so many,0.5,Positive
campaign,little,-0.1875,Negative
life,imminent,0.0,Neutral
cod,arrive,0.0,Neutral
filling,top,0.5,Positive
multiplayer,super fun,0.31666666666666665,Positive
people,super,0.3333333333333333,Positive
game,perfect,1.0,Positive
mode,hardcore,0.0,Neutral
one,recent,0.0,Neutral
player,worth,0.3,Positive
game,negative,-0.3,Negative
voice,good,0.7,Positive
mission,okay,0.5,Positive
person,pure,0.21428571428571427,Positive
warfare,modern,0.2,Positive
campaign,mw2,0.0,Neutral
comment,other,-0.125,Negative
campaign,mw2,0.0,Neutral
battlefield,very confusing,-0.39,Negative
campaign,amazing,0.6000000000000001,Positive
multiplayer,decent,0.16666666666666666,Positive
loss,powerful,0.3,Positive
manager,middle,0.0,Neutral
work,good,0.7,Positive
system,hard,-0.2916666666666667,Negative
blow,atrocious,-0.7,Negative
multiplayer,fucking,-0.6,Negative
thing,good,0.7,Positive
kid,random,-0.5,Negative
graphic,quite insane,-1.0,Negative
gunplay,top,0.5,Positive
game,phenomenal,0.5,Positive
multiplayer,fantastic,0.4,Positive
game,great,0.8,Positive
game,pure,0.21428571428571427,Positive
campaign,good,0.7,Positive
break,beautiful,0.85,Positive
hardcore,so many,0.5,Positive
map,great,0.8,Positive
campaign,huge,0.4000000000000001,Positive
multiplayer,modern,0.2,Positive
idiot,literal,0.0,Neutral
ghost,able,0.5,Positive
game,bad,-0.6999999999999998,Negative
view,high,0.16,Positive
mission,clear,0.10000000000000002,Positive
game,complete,0.1,Positive
game,great,0.8,Positive
game,good,0.7,Positive
file,damn,0.0,Neutral
game,shy,-0.5,Negative
hardware,whole,0.2,Positive
care,free,0.4,Positive
teammate,dumb,-0.375,Negative
game,modern,0.2,Positive
campaign,alright,0.0,Neutral
graphic,maxe,0.0,Neutral
people,mad,-0.625,Negative
cod,glad,0.5,Positive
multiplayer,3rd,0.0,Neutral
file,somehow fail,-0.5,Negative
company,cold,-0.6,Negative
