aspect,description,sentiment
outdo,amazing,0.6000000000000001
campaign,last,0.0
system,full,0.35
story,original,0.375
multiplayer,good,0.7
remove,multiple,0.0
campaign,there worth,0.3
multiplayer,actually good,0.7
patch,first,0.25
recommendation,big,0.0
people,many,0.5
operator,standard,0.0
buck,too much,0.2
play,just amazing,0.6000000000000001
game,few,-0.2
system,horrible,-1.0
operator,same,0.0
balance,horrible,-1.0
game,enable,0.0
recoil,barely affect,0.05
problem,horizontal,0.0
brain,light,0.4
assist,perfectly fine,0.4166666666666667
lobby,most,0.5
assist,long,-0.05
system,quick,0.3333333333333333
aim,unfurl,0.0
cod,strafe,0.0
assist,objectively wrong,-0.5
game,crash,-1.0
game,main,0.16666666666666666
setting,graphical,0.0
game,normal,0.15
sensitivity,really weird,-0.5
story,entire,0.0
game,so infuriate,-1.0
game,more,0.5
game,fun,0.3
son,fast,0.2
campaign,brilliant,0.9
people,seethe,-1.0
game,sure,0.5
thing,random,-0.5
game,rare,0.3
game,mostly unplayable,-0.4
game,new,0.13636363636363635
campaign,underwhelme,0.0
interface,bad,-0.6999999999999998
game,now make,0.0
game,good,0.7
performance,bad,-0.6999999999999998
campaign,cool,0.35
litter,random,-0.5
bind,key,0.0
clutter,graphic,0.0
campaign,now ill,-0.5
game,smooth,0.4
luck,graphic,0.0
gun,unbalanced,0.0
have,single,-0.07142857142857142
game,corrupt,-0.5
play,annoying,-0.8
play,very fun,0.39
crashing,worth,0.3
issue,optimise,0.0
game,almost as bad,-0.6999999999999998
company,more,0.5
grab,real,0.2
content,good,0.7
game,proper,0.5
people,relate,0.0
player,just enough,0.5
matchmaking,real,0.2
plot,just bad,-0.6999999999999998
thing,direct,0.1
vacancy,as experienced,0.8
change,slow,-0.30000000000000004
selection,short,0.0
copyright,real,0.2
system,different,0.0
category,nearly universal,0.0
weapon,such,0.0
map,good,0.7
people,fun,0.3
option,beta,0.0
feature,sheer,0.0
tag,unjustifiable,-1.0
complaint,lazy,-0.25
cod,broken,-0.4
fantastic,well worth,0.65
camping,fun,0.3
return,own,0.6
man,fun,0.3
gun,easy,0.43333333333333335
multiplayer,pretty buggy,-0.375
game,close,0.0
game,refine,1.0
campaign,solid,0.5
gun,well,1.0
one,constant,0.0
one,bad,-0.6999999999999998
game,different,0.0
bull,awful,-1.0
developer,other,-0.125
game,many,0.5
cod,most unstable,-0.25
campaign,terrible,-1.0
game,unbelievable,-0.25
system,pretty bad,-0.22499999999999992
map,terrible,-1.0
system,terrible,-1.0
play,clunky,-1.0
crash,bad,-0.6999999999999998
amount,terrible,-1.0
people,multiple,0.0
people,too big,0.0
game,funny,0.25
slur,many,0.5
lobby,completely mute,0.1
play,nerve,0.0
stability,main,0.16666666666666666
thing,good,0.7
multiplayer,full,0.35
hit,good,0.7
level,short,0.0
trigger,set,0.0
story,average,-0.15
menu,awful,-1.0
subtitle,other,-0.125
bind,single,-0.07142857142857142
operator,blank,0.0
code,good,0.7
steam,trashy,-1.0
thing,only,0.0
people,able,0.5
shit,more addicted,0.04999999999999999
call,modern,0.2
play,fun,0.3
rest,pretty garbo,0.25
innovation,graphic,0.0
warfare,modern,0.2
majority,modern,0.2
scene,first,0.25
command,second,0.0
man,american,0.0
scene,beautiful,0.85
system,terrible,-1.0
player,average,-0.15
gunplay,most,0.5
attention,great,0.8
gimmick,new,0.13636363636363635
visibility,good,0.7
map,prone,0.0
hate,queue,0.0
thing,more lively,0.3181818181818182
mobile,same,0.0
layout,so confusing,-0.3
scroll,able,0.5
perk,late,-0.3
progression,so slow,-0.30000000000000004
multiplayer,simple,0.0
op,special,0.35714285714285715
op,special,0.35714285714285715
mission,pretty fun,0.275
one,modern,0.2
mode,okay,0.5
op,special,0.35714285714285715
escape,new,0.13636363636363635
game,almost unplayable,-0.4
audio,terrible,-1.0
crashing,more expensive,0.0
crash,bad,-0.6999999999999998
crash,common,-0.3
attachment,much,0.2
bullet,quick,0.3333333333333333
way,stale,-0.5
game,more,0.5
game,very bare,0.065
map,okay,0.5
guy,few,-0.2
problem,same,0.0
crash,now awful,-1.0
detection,terrible,-1.0
map,mw2,0.0
game,infinite,0.0
copy,horrible,-1.0
game,whole,0.2
game,more visually pleasing,0.75
content,miss,-1.0
call,domestic,0.0
campaign,great,0.8
campaign,good,0.7
culture,sbmmtwitchyoutube,0.0
man,good,0.7
map,quite good,0.7
ball,second,0.0
game,worth,0.3
state,absolutely ridiculous,-0.3333333333333333
thing,good,0.7
game,complete,0.1
gun,fun,0.3
amount,free,0.4
game,illegal,-0.5
game,excellent,1.0
gunplay,great,0.8
pc,bad,-0.6999999999999998
thing,very rough,-0.13
menu,bad,-0.6999999999999998
fuck,truly horrible,-1.0
menu,likely,0.0
graphic,sick,-0.7142857142857143
people,really enjoyable,0.5
campaign,bad,-0.6999999999999998
action,military,-0.1
multiplayer,new,0.13636363636363635
game,more emergent,0.5
price,good,0.7
campaign,worthy,0.3333333333333333
match,same,0.0
progression,bad,-0.6999999999999998
log,first,0.25
future,grim,-1.0
release,full,0.35
care,free,0.4
survival,big,0.0
10it,good,0.7
vanguard,well,1.0
garbage,awbo3,0.0
title,well too bad,0.15000000000000008
issue,negative,-0.3
game,complete,0.1
system,modern,0.2
campaign,good,0.7
game,able,0.5
foot,few,-0.2
game,dark,-0.15
stream,live,0.13636363636363635
maker,so lazy,-0.25
game,good,0.7
ward,modern,0.2
gun,completely base,-0.8
luck,good,0.7
game,fun,0.3
play,good,0.7
campaign,general,0.05000000000000002
mode,poor,-0.4
tank,exact,0.25
shield,inflict,-1.0
assist,disable,-1.0
crashing,persistent,0.0
improve,technical,0.0
thing,pretty major,0.15625
play,more versatile,0.5
use,effective,0.6
gunplay,fantastic,0.4
map,much,0.2
expectation,super high,0.24666666666666665
map,more unique,0.4375
map,crown,0.0
map,more appealing,0.5
part,new,0.13636363636363635
way,slightly different,0.0
lot,other,-0.125
campaign,rather overall disappointing,-0.3
act,enjoyable,0.5
act,at least,-0.3
act,pretty disappointing,-0.175
level,least,-0.3
mw2,pretty important,0.325
launch,jacky,0.0
thing,near as good,0.39999999999999997
rate,smooth,0.4
gtd,sad,-0.5
spec,many,0.5
lot,negative,-0.3
stuff,miss,-1.0
priority,possible,0.0
transaction,so really worth,0.3
campaign,able,0.5
crash,awesome,1.0
game,decent,0.16666666666666666
fuck,fun,0.3
glitch,annoying,-0.8
support,nonexistent,-1.0
map,anti,0.0
campaign,multiple,0.0
game,entirely underwhelming,0.0
game,so bad,-0.6999999999999998
map,very dry,-0.08666666666666666
enemy,whole,0.2
game,high,0.16
game,good,0.7
movement,kill,-1.0
people,same,0.0
issue,more stable,0.75
profit,high,0.16
graphic,amazing,0.6000000000000001
campaign,spectacular,0.6
complaint,modern,0.2
expectation,old,0.1
cod,few,-0.2
map,terrible,-1.0
disconnect,next,0.0
game,fun,0.3
game,overall,0.0
rotation,dead,-0.2
map,huge,0.4000000000000001
complaint,solid,0.5
time,bad,-0.6999999999999998
crash,numeral,0.0
coop,key,0.0
campaign,well,1.0
fps,nice,0.6
exist,only,0.0
game,just dumb,-0.375
crash,right,0.2857142857142857
launch,official,0.0
system,overall,0.0
campaign,long,-0.05
warfare,modern,0.2
map,pretty lacklustre,0.25
game,pretty good,0.475
none,original,0.375
game,graphic,0.0
game,close,0.0
game,horrible,-1.0
hour,new,0.13636363636363635
graphic,great,0.8
game,beautiful,0.85
game,pretty fun,0.275
campaign,far well,0.55
level,restart,0.0
card,specific,0.0
campaign,really good,0.7
spawn,previous,-0.16666666666666666
people,bad,-0.6999999999999998
character,actually amazing,0.6000000000000001
people,own,0.6
match,as confusing,-0.3
play,sluggish,-1.0
game,very unfair,-0.65
movement,way different,0.0
sound,more hard,0.10416666666666666
match,absolute,0.2
dog,lazy,-0.25
map,many,0.5
game,really good,0.7
player,predictable,-0.2
animation,awesome,1.0
menu,more convoluted,-0.25
game,dumb,-0.375
seatbelt,crash,-1.0
thing,glitchy,0.0
game,single,-0.07142857142857142
play,very nice,0.78
problem,cut,0.0
developer,few,-0.2
developer,polish,0.0
campaign,original,0.375
cheat,much simple,0.0
game,as amazing,0.6000000000000001
game,amazing,0.6000000000000001
game,as bad,-0.6999999999999998
person,less,-0.16666666666666666
system,terrible,-1.0
crash,reliable,1.0
map,old,0.1
game,hot,0.25
play,certain,0.21428571428571427
map,worth,0.3
inclusion,big,0.0
game,certain,0.21428571428571427
mw2,predetermine,0.0
cod,less,-0.16666666666666666
mode,f2p,0.0
call,bad,-0.6999999999999998
shotgun,nerve,0.0
man,dark,-0.15
patch,as este,0.0
oder,young,0.1
war,nice,0.6
fault,mw2,0.0
game,less,-0.16666666666666666
levelling,good,0.7
campaign,crash,-1.0
progression,completely gutte,0.1
gun,fast,0.2
crash,unacceptable,-1.0
review,positive,0.22727272727272727
game,few,-0.2
driver,same,0.0
user,same,0.0
game,unplayable,-0.4
game,fucking,-0.6
game,whole,0.2
sammie,low,0.0
snore,modern,0.2
escapism,euphoric,1.0
game,amazing,0.6000000000000001
game,fun,0.3
game,more,0.5
game,classic,0.16666666666666666
warfare,amazing,0.6000000000000001
crash,rarely least,-0.3
combat,next,0.0
cod,good,0.7
war,pretty good,0.475
game,terrible,-1.0
map,bad,-0.6999999999999998
space,safe,0.5
attachment,other,-0.125
warfare,fun,0.3
ban,cool,0.35
game,beta,0.0
matchmaking,skilled,0.5
go,very excited,0.48750000000000004
experience,fine,0.4166666666666667
server,awesome,1.0
advertisement,good,0.7
campaign,shitty,0.0
system,alone,0.0
area,nearly impossible,-0.6666666666666666
checkpoint,bad,-0.6999999999999998
challenge,physic,0.0
grenade,own,0.6
teammate,prone,0.0
tuning,cool,0.35
tree,useless,-0.5
camping,serious,-0.3333333333333333
match,other,-0.125
season,way more refined,0.75
game,final,0.0
game,that great,0.8
enemy,annoying,-0.8
game,too fast,0.2
levelling,black,-0.16666666666666666
war,cold,-0.6
gun,mad,-0.625
issue,due,-0.125
fps,hot,0.25
dude,dang,0.0
spawn,other,-0.125
game,actually playable,0.0
campaign,gorgeous,0.7
amount,annoying,-0.8
player,fun,0.3
hitching,almost unplayable,-0.4
map,mid,0.0
campaign,buggy,-1.0
multiplayer,old,0.1
coop,cool,0.35
multiplayer,really good,0.7
gun,powerful,0.3
game,uncommon,0.8
cad,much,0.2
people,such,0.0
insanity,exact,0.25
one,like,1.0
game,literal,0.0
fan,great,0.8
thing,fun,0.3
call,different,0.0
one,similar,0.0
game,crash,-1.0
crash,constant,0.0
game,great,0.8
campaign,amazing,0.6000000000000001
coop,more,0.5
problem,crash,-1.0
experience,good,0.7
rest,long,-0.05
people,horrible,-1.0
game,well,1.0
game,own,0.6
map,good,0.7
dot,ill,-0.5
game,horrible,-1.0
camp,nice,0.6
game,too sexy,0.5
complaint,big,0.0
map,more,0.5
one,least,-0.3
title,great,0.8
game,solid,0.5
game,easy,0.43333333333333335
player,lucky,0.3333333333333333
bar,low,0.0
design,great,0.8
selection,similar,0.0
mode,regular,0.0
mode,such,0.0
mileage,other,-0.125
performance,excellent,1.0
game,unfinished,-1.0
game,stable,1.0
game,bad,-0.6999999999999998
raceway,playable,0.0
rest,just really bad,-0.6999999999999998
map,fast,0.2
map,so boring,-1.0
counter,holy,1.0
party,holy,1.0
shield,deployable,0.0
head,tiny,0.0
enemy,bad,-0.6999999999999998
sound,really bad,-0.6999999999999998
spawn,absolutely atrocious,-0.7
objective,as bad,-0.6999999999999998
op,so much,0.2
one,even fun,0.3
game,honest,0.6
people,random,-0.5
game,well know,1.0
game,broken,-0.4
stuff,next,0.0
mode,true,0.35
410gunplay,fun,0.3
barrack,new,0.13636363636363635
menu,buggy,-1.0
update,few,-0.2
story,single,-0.07142857142857142
vision,more good,0.6
map,other,-0.125
crash,surprised,0.1
gunplay,new,0.13636363636363635
game,right,0.2857142857142857
fun,other,-0.125
matchmaking,lucky,0.3333333333333333
game,good,0.7
play,pretty fun,0.275
optimize,well,1.0
driver,worth,0.3
campaign,extremely yet good,0.2875
map,old,0.1
mw2,bad,-0.6999999999999998
cod,bad,-0.6999999999999998
vanguard,last,0.0
game,laggy,-1.0
game,bad,-0.6999999999999998
map,close,0.0
game,clear,0.10000000000000002
game,absolute,0.2
program,very intuitive,1.0
button,sure,0.5
cod,good,0.7
gin,new,0.13636363636363635
game,full,0.35
issue,next,0.0
menu,bloody,-0.8
game,freaky,0.0
crash,much,0.2
game,really fun,0.3
game,new,0.13636363636363635
game,lucky,0.3333333333333333
game,very good,0.9099999999999999
campaign,mw2,0.0
base,nice,0.6
game,terrible,-1.0
latency,good,0.7
game,more,0.5
attachment,unreleased,0.0
people,strong,0.4333333333333333
kid,terrible,-1.0
campaign,really fun,0.3
hardcore,miss,-1.0
scene,cut,0.0
game,immersive,0.0
developer,many,0.5
care,free,0.4
survival,big,0.0
game,sure,0.5
issue,enough savvy,0.5
game,worth,0.3
upgrade,3rd,0.0
play,buggy,-1.0
issue,so basic,0.0
campaign,ill,-0.5
buck,worth,0.3
design,mostly terrible,-1.0
enemy,about,0.0
gun,smooth,0.4
warfare,modern,0.2
player,fast,0.2
work,same,0.0
system,new,0.13636363636363635
gun,previous,-0.16666666666666666
system,new,0.13636363636363635
one,many,0.5
gammon,most,0.5
variety,super,0.3333333333333333
pending,super buggy,-0.33333333333333337
game,worth,0.3
multiplayer,good,0.7
game,dark,-0.15
audio,little,-0.1875
sound,more difficult,0.0
audio,small,-0.25
war,fourth,0.0
music,enough decent,0.3333333333333333
game,old,0.1
diving,available,0.4
gun,already shaky,-0.3333333333333333
roof,expose,0.0
head,second,0.0
lot,tall,0.0
building,enough,0.5
system,perk,0.0
game,different,0.0
specialist,perk,0.0
ghost,new,0.13636363636363635
issue,last,0.0
lighting,different,0.0
scene,just as good,0.7
work,wrong,-0.5
menu,many,0.5
rifle,easy,0.43333333333333335
mode,few,-0.2
rocket,blue,0.0
search,good,0.7
play,expensive,-0.5
multiplayer,buggy,-1.0
multiplayer,awesome,1.0
system,very confusing,-0.39
rating,terrible,-1.0
crash,less,-0.16666666666666666
game,good,0.7
animation,impeccable,0.75
system,horrendous,-1.0
challenge,other,-0.125
didst,double,0.0
call,grand,0.5
game,pretty good,0.475
game,excellent,1.0
campaign,amazing,0.6000000000000001
map,cold,-0.6
game,sure,0.5
speed,existent,0.0
game,long,-0.05
game,worth,0.3
crash,frustrate,-1.0
piece,polished,1.0
game,fuck,-0.4
game,awful,-1.0
part,bad,-0.6999999999999998
game,fucking,-0.6
crash,unplayable,-0.4
refund,new,0.13636363636363635
campaign,amazing,0.6000000000000001
game,good,0.7
system,just barely well,1.0
gun,fun,0.3
bug,unplayable,-0.4
map,fun,0.3
nonsense,open,0.0
experience,perfect,1.0
game,constant,0.0
play,bad,-0.6999999999999998
system,perk,0.0
game,infinite,0.0
game,single,-0.07142857142857142
visual,current,0.0
game,very broken,-0.52
rifle,favourite,0.0
campaign,massive,0.0
sig,enough,0.5
audio,extremely loud,0.1
game,more tragic,-0.125
mission,totally worthless,-0.8
cod,single,-0.07142857142857142
game,low,0.0
game,modern,0.2
game,undercooked,0.0
launcher,good,0.7
invasion,cool,0.35
gunsmith,last,0.0
campaign,single,-0.07142857142857142
graphic,beautiful,0.85
game,extreme,-0.125
game,good,0.7
game,ridiculous,-0.3333333333333333
interface,bad,-0.6999999999999998
d,happy,0.8
thing,lazy,-0.25
challenge,complete,0.1
game,same,0.0
update,currently miss,-1.0
mask,so weak,-0.375
game,mad,-0.625
opinion,afraid,-0.6
game,overpowered,0.0
campaign,awesome,1.0
go,ill,-0.5
omission,worthy,0.3333333333333333
amount,extra,0.0
steam,very glad,0.65
game,enjoyable,0.5
war,well,1.0
game,fun,0.3
people,ps2,0.0
fact,unreal,1.0
fact,multiple,0.0
people,due,-0.125
go,new,0.13636363636363635
call,black,-0.16666666666666666
player,bad,-0.6999999999999998
system,token,0.0
game,innocent,0.5
people,rob,0.0
cheater,rampant,-1.0
player,new,0.13636363636363635
game,perfect,1.0
tuning,maxed,0.0
game,other,-0.125
money,high,0.16
call,certain,0.21428571428571427
play,strong,0.4333333333333333
release,little,-0.1875
game,certain,0.21428571428571427
party,main,0.16666666666666666
feature,recent,0.0
gripe,other,-0.125
price,perfectly fine,0.4166666666666667
game,whopping,0.0
people,that much,0.2
multiplayer,criminally bad,-0.6999999999999998
none,capable,0.2
person,just as frustrated,-0.7
game,unpolishe,0.0
game,good,0.7
warfare,modern,0.2
review,next,0.0
process,current,0.0
crash,sweet,0.35
ass,mean,-0.3125
care,free,0.4
survival,big,0.0
soap,modern,0.2
enemy,bad,-0.6999999999999998
thing,patrol,0.0
game,new,0.13636363636363635
weapon,actual,0.0
campaign,new,0.13636363636363635
developer,great,0.8
game,few,-0.2
sneaking,other,-0.125
character,mostly good,0.7
life,difficult,-0.5
multiplayer,most boring,-0.25
game,2nd,0.0
game,later,0.0
mw2,wrong,-0.5
campaign,low,0.0
game,great,0.8
multiplayer,very fun,0.39
ground,graphic,0.0
campaign,fun,0.3
game,more,0.5
class,fun,0.3
game,many,0.5
studio,broken,-0.4
crash,just big,0.0
campaign,solid,0.5
game,extremely boring,-1.0
map,worth,0.3
player,overpowered,0.0
rest,horrible,-1.0
game,pretty good,0.475
game,good,0.7
story,own,0.6
medal,miss,-1.0
franchise,flat,-0.025
war,superior,0.7
hardcore,top,0.5
loading,final,0.0
perk,funny,0.25
list,different,0.0
people,mentally insane,-1.0
game,main,0.16666666666666666
cod,current,0.0
schizophrenia,major,0.0625
fuck,big,0.0
person,miss,-1.0
release,hardcore,0.0
game,more,0.5
compensation,low,0.0
hardcore,terrible,-1.0
game,amazing,0.6000000000000001
latency,top,0.5
game,fun,0.3
publisher,modern,0.2
brand,modern,0.2
series,new,0.13636363636363635
series,same,0.0
branding,more open,0.25
system,cheat,-1.0
graphic,far,0.1
multiplayer,strong,0.4333333333333333
game,great,0.8
friend,much,0.2
game,amazing,0.6000000000000001
cherry,unfinished,-1.0
gold,first,0.25
game,too buggy,-1.0
issue,resolve,0.0
game,fantastic,0.4
campaign,short,0.0
campaign,common,-0.3
multiplayer,great,0.8
premier,interesting,0.5
dollar,hot,0.25
experience,negative,-0.3
map,bad,-0.6999999999999998
update,bad,-0.6999999999999998
game,incredibly buggy,-1.0
crash,difficult,-0.5
game,more,0.5
campaign,modern,0.2
multiplayer,modern,0.2
gunplay,overall,0.0
gun,lose,-1.0
spawn,bad,-0.6999999999999998
camp,cool,0.35
grind,very nice,0.78
people,standard,0.0
solution,general,0.05000000000000002
kicker,single,-0.07142857142857142
multiplayer,more stable,0.75
campaign,amazing,0.6000000000000001
mw2,great,0.8
campaign,repetitive,-0.25
issue,unplayable,-0.4
release,fast,0.2
movement,absolutely terrible,-1.0
gun,bad,-0.6999999999999998
sight,unbelievable,-0.25
people,hard,-0.2916666666666667
people,slow,-0.30000000000000004
release,complete,0.1
nail,slow,-0.30000000000000004
lot,usual,-0.25
system,disappointing,-0.6
camping,intolerable,-1.0
thing,great,0.8
multiplayer,very very linear,0.26
pm,entire,0.0
sense,modern,0.2
time,bad,-0.6999999999999998
game,many,0.5
game,different,0.0
game,very glitchy,0.2
game,very bad,-0.9099999999999998
texture,sure,0.5
game,low,0.0
gnu,sure,0.5
camp,right,0.2857142857142857
campaign,very immersive,0.2
progression,bad,-0.6999999999999998
orgy,digital,0.0
match,anal,0.0
game,current,0.0
game,flawed,-0.5
game,fine,0.4166666666666667
people,spend,0.0
map,miserable,-1.0
dude,whole,0.2
server,stable,1.0
game,basic,0.0
game,other,-0.125
multiplayer,good,0.7
multiplayer,definitely fun,0.3
person,3rd,0.0
game,easy,0.43333333333333335
crash,prompt,1.0
game,extremely cool,0.35
instability,large,0.21428571428571427
thing,visible,0.0
play,so many,0.5
game,late,-0.3
cyberpunk,polished,1.0
issue,same,0.0
push,ready,0.2
campaign,really unreliable,-1.0
rtx3070,very nice,0.78
game,good,0.7
crash,kinda,0.0
